month,FlightNum,AirTime (in Hrs),Origin,Dest,Distance,Cancelled,Cancellation Code,Diverted,ArrDelay,start_date
Jan,335,116,IAD,TPA,810,0,,Yes,-14,1/12/2018
Jan,3231,113,IAD,TPA,810,0,,No,2,1/13/2018
Jan,448,76,IND,BWI,515,0,,No,0,1/14/2018
Jan,1746,78,IND,BWI,515,0,,No,-6,1/15/2018
Jan,3920,77,IND,BWI,515,0,,Yes,0,1/16/2018
Jan,378,87,IND,JAX,688,1,1,No,,1/17/2018
Jan,509,230,IND,LAS,1591,1,1,No,,1/18/2018
Jan,535,219,IND,LAS,1591,1,4,No,,1/19/2018
Jan,11,70,IND,MCI,451,0,,Yes,2,1/20/2018
Jan,810,70,IND,MCI,451,1,2,No,,1/21/2018
Jan,100,106,IND,MCO,828,0,,No,1,1/22/2018
Jan,1333,107,IND,MCO,828,1,2,No,,1/23/2018
Jan,829,39,IND,MDW,162,0,,No,1,1/24/2018
Jan,1016,37,IND,MDW,162,1,3,No,,1/25/2018
Jan,1827,35,IND,MDW,162,1,4,No,,1/26/2018
Jan,2272,37,IND,MDW,162,0,,No,0,1/27/2018
Jan,675,213,IND,PHX,1489,0,,Yes,0,1/28/2018
Jan,1144,205,IND,PHX,1489,0,,No,-15,1/29/2018
Jan,4,110,IND,TPA,838,1,2,No,,1/30/2018
Jan,54,49,ISP,BWI,220,0,,No,0,1/31/2018
Feb,68,51,ISP,BWI,220,0,,Yes,-3,2/1/2018
Feb,623,47,ISP,BWI,220,0,,No,0,2/2/2018
Feb,717,49,ISP,BWI,220,1,3,No,,2/3/2018
Feb,1244,47,ISP,BWI,220,0,,No,-7,2/4/2018
Feb,2101,53,ISP,BWI,220,0,,Yes,-8,2/5/2018
Feb,2553,50,ISP,BWI,220,1,1,No,,2/6/2018
Feb,188,143,ISP,FLL,1093,0,,No,0,2/7/2018
Feb,1754,155,ISP,FLL,1093,0,,No,4,2/8/2018
Feb,2275,147,ISP,FLL,1093,0,,No,0,2/9/2018
Feb,550,314,ISP,LAS,2283,1,4,No,,2/10/2018
Feb,362,134,ISP,MCO,972,1,3,No,,2/11/2018
Feb,543,135,ISP,MCO,972,0,,No,-21,2/12/2018
Feb,1112,142,ISP,MCO,972,0,,Yes,-7,2/13/2018
Feb,1397,140,ISP,MCO,972,0,,No,-4,2/14/2018
Feb,3398,134,ISP,MCO,972,0,,No,-5,2/15/2018
Feb,3480,134,ISP,MCO,972,1,1,No,,2/16/2018
Feb,300,112,ISP,MDW,765,0,,Yes,-20,2/17/2018
Feb,422,118,ISP,MDW,765,1,1,No,,2/18/2018
Feb,1837,114,ISP,MDW,765,1,3,No,,2/19/2018
Feb,2871,113,ISP,MDW,765,0,,No,0,2/20/2018
Feb,1056,143,ISP,PBI,1052,0,,Yes,0,2/21/2018
Feb,2175,138,ISP,PBI,1052,0,,No,-11,2/22/2018
Feb,3319,140,ISP,PBI,1052,1,4,No,,2/23/2018
Feb,3667,151,ISP,RSW,1101,0,,No,0,2/24/2018
Feb,2006,143,ISP,TPA,1034,0,,No,-12,2/25/2018
Feb,3858,144,ISP,TPA,1034,0,,No,-8,2/26/2018
Feb,3928,142,ISP,TPA,1034,0,,No,0,2/27/2018
Feb,534,123,JAN,BWI,888,0,,No,8,2/28/2018
Mar,3244,121,JAN,BWI,888,0,,Yes,0,3/1/2018
Mar,186,59,JAN,HOU,359,1,3,No,,3/2/2018
Mar,971,60,JAN,HOU,359,0,,No,-11,3/3/2018
Mar,2124,63,JAN,HOU,359,1,1,No,,3/4/2018
Mar,3154,60,JAN,HOU,359,1,4,No,,3/5/2018
Mar,1035,81,JAN,MCO,587,0,,No,0,3/6/2018
Mar,205,97,JAN,MDW,666,0,,No,0,3/7/2018
Mar,449,99,JAN,MDW,666,0,,No,-9,3/8/2018
Mar,3430,59,JAX,BHM,365,1,3,No,,3/9/2018
Mar,1580,77,JAX,BNA,484,0,,No,0,3/10/2018
Mar,2195,72,JAX,BNA,484,0,,No,0,3/11/2018
Mar,2804,74,JAX,BNA,484,0,,No,-7,3/12/2018
Mar,3428,71,JAX,BNA,484,1,3,No,,3/13/2018
Mar,433,96,JAX,BWI,663,0,,No,5,3/14/2018
Mar,1331,95,JAX,BWI,663,1,4,No,,3/15/2018
Mar,3504,91,JAX,BWI,663,1,3,No,,3/16/2018
Mar,378,54,JAX,FLL,318,0,,Yes,4,3/17/2018
Mar,640,49,JAX,FLL,318,0,,No,-13,3/18/2018
Mar,1396,51,JAX,FLL,318,0,,No,0,3/19/2018
Mar,2189,46,JAX,FLL,318,1,3,No,,3/20/2018
Mar,3312,54,JAX,FLL,318,0,,Yes,-2,3/21/2018
Mar,3948,49,JAX,FLL,318,0,,No,1,3/22/2018
Mar,54,125,JAX,HOU,816,0,,No,0,3/23/2018
Mar,2272,104,JAX,IND,688,1,4,No,,3/24/2018
Mar,549,75,JAX,ORF,543,0,,Yes,-9,3/25/2018
Mar,3604,80,JAX,ORF,543,1,4,No,,3/26/2018
Mar,23,113,JAX,PHL,742,1,1,No,,3/27/2018
Mar,1232,120,JAX,PHL,742,0,,No,0,3/28/2018
Mar,977,39,JAX,TPA,180,0,,No,10,3/29/2018
Mar,1574,36,JAX,TPA,180,0,,No,0,3/30/2018
Mar,2019,38,JAX,TPA,180,1,4,No,,3/31/2018
Apr,500,60,LAS,ABQ,487,0,,No,0,4/1/2018
Apr,778,63,LAS,ABQ,487,0,,Yes,-9,4/2/2018
Apr,890,60,LAS,ABQ,487,0,,No,0,4/3/2018
Apr,1171,65,LAS,ABQ,487,1,1,No,,4/4/2018
Apr,1320,61,LAS,ABQ,487,0,,No,-4,4/5/2018
Apr,1925,60,LAS,ABQ,487,1,1,No,,4/6/2018
Apr,2457,60,LAS,ABQ,487,1,2,No,,4/7/2018
Apr,302,243,LAS,ALB,2237,1,2,No,,4/8/2018
Apr,1079,91,LAS,AMA,758,0,,No,0,4/9/2018
Apr,155,131,LAS,AUS,1090,0,,Yes,4,4/10/2018
Apr,2021,127,LAS,AUS,1090,0,,No,0,4/11/2018
Apr,3222,135,LAS,AUS,1090,1,4,No,,4/12/2018
Apr,1018,253,LAS,BDL,2298,0,,No,0,4/13/2018
Apr,3948,183,LAS,BHM,1618,1,1,No,,4/14/2018
Apr,249,185,LAS,BNA,1588,1,3,No,,4/15/2018
Apr,419,178,LAS,BNA,1588,0,,No,0,4/16/2018
Apr,2032,183,LAS,BNA,1588,0,,No,0,4/17/2018
Apr,3940,177,LAS,BNA,1588,0,,Yes,0,4/18/2018
Apr,71,84,LAS,BOI,520,1,1,No,,4/19/2018
Apr,538,73,LAS,BOI,520,0,,No,0,4/20/2018
Apr,2383,221,LAS,BUF,1987,0,,No,0,4/21/2018
Apr,136,46,LAS,BUR,223,0,,Yes,5,4/22/2018
Apr,219,46,LAS,BUR,223,1,2,No,,4/23/2018
Apr,391,46,LAS,BUR,223,0,,No,0,4/24/2018
Apr,670,47,LAS,BUR,223,1,2,No,,4/25/2018
Apr,815,48,LAS,BUR,223,1,4,No,,4/26/2018
Apr,1072,43,LAS,BUR,223,0,,No,0,4/27/2018
Apr,1328,50,LAS,BUR,223,0,,No,0,4/28/2018
Apr,1586,46,LAS,BUR,223,0,,No,2,4/29/2018
Apr,1838,47,LAS,BUR,223,1,4,No,,4/30/2018
May,2284,46,LAS,BUR,223,0,,No,0,5/1/2018
May,2699,46,LAS,BUR,223,0,,No,-3,5/2/2018
May,2874,47,LAS,BUR,223,0,,No,0,5/3/2018
May,3237,42,LAS,BUR,223,1,3,No,,5/4/2018
May,1774,244,LAS,BWI,2106,0,,No,0,5/5/2018
May,2632,230,LAS,BWI,2106,1,1,No,,5/6/2018
May,3759,243,LAS,BWI,2106,1,1,No,,5/7/2018
May,818,213,LAS,CLE,1825,0,,Yes,0,5/8/2018
May,564,195,LAS,CMH,1772,0,,No,0,5/9/2018
May,991,201,LAS,CMH,1772,0,,No,0,5/10/2018
May,85,84,LAS,DEN,629,1,1,No,,5/11/2018
May,157,79,LAS,DEN,629,0,,Yes,8,5/12/2018
May,632,77,LAS,DEN,629,0,,No,0,5/13/2018
May,706,88,LAS,DEN,629,0,,No,0,5/14/2018
May,908,78,LAS,DEN,629,1,3,No,,5/15/2018
May,1582,85,LAS,DEN,629,0,,No,0,5/16/2018
May,2907,80,LAS,DEN,629,1,1,No,,5/17/2018
May,2192,78,LAS,ELP,584,1,4,No,,5/18/2018
May,2280,73,LAS,ELP,584,1,1,No,,5/19/2018
May,1636,116,LAS,GEG,806,0,,Yes,0,5/20/2018
May,2803,116,LAS,GEG,806,0,,No,0,5/21/2018
May,719,143,LAS,HOU,1235,0,,No,0,5/22/2018
May,1776,147,LAS,HOU,1235,1,3,No,,5/23/2018
May,3244,146,LAS,HOU,1235,0,,Yes,-8,5/24/2018
May,3746,150,LAS,HOU,1235,1,3,No,,5/25/2018
May,1027,232,LAS,IAD,2066,1,4,No,,5/26/2018
May,1924,176,LAS,IND,1591,0,,No,0,5/27/2018
May,3920,179,LAS,IND,1591,0,,Yes,0,5/28/2018
May,3144,269,LAS,ISP,2283,0,,No,0,5/29/2018
May,82,42,LAS,LAX,236,1,3,No,,5/30/2018
May,135,40,LAS,LAX,236,0,,No,0,5/31/2018
Jun,317,41,LAS,LAX,236,0,,No,0,6/1/2018
Jun,337,42,LAS,LAX,236,0,,No,0,6/2/2018
Jun,354,41,LAS,LAX,236,1,1,No,,6/3/2018
Jun,784,43,LAS,LAX,236,0,,No,9,6/4/2018
Jun,790,43,LAS,LAX,236,1,3,No,,6/5/2018
Jun,1061,47,LAS,LAX,236,1,4,No,,6/6/2018
Jun,1653,52,LAS,LAX,236,0,,No,6,6/7/2018
Jun,1928,43,LAS,LAX,236,0,,No,0,6/8/2018
Jun,2367,45,LAS,LAX,236,0,,Yes,0,6/9/2018
Jun,2896,44,LAS,LAX,236,0,,No,0,6/10/2018
Jun,3655,45,LAS,LAX,236,0,,No,-3,6/11/2018
Jun,3917,44,LAS,LAX,236,0,,No,5,6/12/2018
Jun,2382,90,LAS,LBB,775,0,,Yes,0,6/13/2018
Jun,565,148,LAS,LIT,1295,1,2,No,,6/14/2018
Jun,43,95,LAS,MAF,796,0,,No,0,6/15/2018
Jun,213,139,LAS,MCI,1140,0,,No,0,6/16/2018
Jun,411,131,LAS,MCI,1140,0,,No,0,6/17/2018
Jun,1004,130,LAS,MCI,1140,1,3,No,,6/18/2018
Jun,1405,130,LAS,MCI,1140,0,,No,0,6/19/2018
Jun,2972,137,LAS,MCI,1140,1,1,No,,6/20/2018
Jun,3068,136,LAS,MCI,1140,1,4,No,,6/21/2018
Jun,380,234,LAS,MCO,2039,0,,No,8,6/22/2018
Jun,74,177,LAS,MDW,1521,0,,No,0,6/23/2018
Jun,227,182,LAS,MDW,1521,0,,No,-5,6/24/2018
Jun,335,175,LAS,MDW,1521,1,1,No,,6/25/2018
Jun,396,177,LAS,MDW,1521,0,,No,-4,6/26/2018
Jun,693,175,LAS,MDW,1521,0,,No,0,6/27/2018
Jun,823,181,LAS,MDW,1521,0,,No,0,6/28/2018
Jun,830,177,LAS,MDW,1521,1,3,No,,6/29/2018
Jun,1865,169,LAS,MDW,1521,0,,No,-16,6/30/2018
Jul,2025,171,LAS,MDW,1521,1,1,No,,7/1/2018
Jul,2450,168,LAS,MDW,1521,1,1,No,,7/2/2018
Jul,2794,171,LAS,MDW,1521,1,4,No,,7/3/2018
Jul,3232,177,LAS,MDW,1521,0,,No,0,7/4/2018
Jul,767,257,LAS,MHT,2356,0,,No,-2,7/5/2018
Jul,762,174,LAS,MSY,1501,0,,No,0,7/6/2018
Jul,3327,166,LAS,MSY,1501,1,3,No,,7/7/2018
Jul,125,80,LAS,OAK,407,0,,No,4,7/8/2018
Jul,126,NA,LAS,OAK,407,1,1,No,,7/9/2018
Jul,127,74,LAS,OAK,407,1,2,No,,7/10/2018
Jul,223,72,LAS,OAK,407,0,,Yes,0,7/11/2018
Jul,237,76,LAS,OAK,407,0,,No,0,7/12/2018
Jul,280,78,LAS,OAK,407,0,,No,0,7/13/2018
Jul,864,72,LAS,OAK,407,1,3,No,,7/14/2018
Jul,900,78,LAS,OAK,407,0,,Yes,0,7/15/2018
Jul,962,77,LAS,OAK,407,0,,No,0,7/16/2018
Jul,1011,79,LAS,OAK,407,0,,No,0,7/17/2018
Jul,1258,71,LAS,OAK,407,1,2,No,,7/18/2018
Jul,1950,83,LAS,OAK,407,0,,No,9,7/19/2018
Jul,3135,81,LAS,OAK,407,1,4,No,,7/20/2018
Jul,3233,76,LAS,OAK,407,1,1,No,,7/21/2018
Jul,86,116,LAS,OKC,987,0,,No,0,7/22/2018
Jul,479,132,LAS,OMA,1099,0,,Yes,0,7/23/2018
Jul,875,125,LAS,OMA,1099,0,,No,0,7/24/2018
Jul,2111,131,LAS,OMA,1099,0,,No,-8,7/25/2018
Jul,187,38,LAS,ONT,197,0,,No,0,7/26/2018
Jul,725,34,LAS,ONT,197,0,,Yes,0,7/27/2018
Jul,731,35,LAS,ONT,197,0,,No,-8,7/28/2018
Jul,872,33,LAS,ONT,197,0,,No,3,7/29/2018
Jul,906,36,LAS,ONT,197,0,,No,0,7/30/2018
Jul,1493,36,LAS,ONT,197,0,,Yes,0,7/31/2018
Aug,1670,34,LAS,ONT,197,1,4,No,,8/1/2018
Aug,2018,36,LAS,ONT,197,0,,No,0,8/2/2018
Aug,2730,32,LAS,ONT,197,0,,No,0,8/3/2018
Aug,3070,37,LAS,ONT,197,0,,No,0,8/4/2018
Aug,156,237,LAS,ORF,2155,1,1,No,,8/5/2018
Aug,700,112,LAS,PDX,762,0,,No,7,8/6/2018
Aug,1669,108,LAS,PDX,762,1,1,No,,8/7/2018
Aug,2354,106,LAS,PDX,762,1,4,No,,8/8/2018
Aug,2550,112,LAS,PDX,762,0,,No,0,8/9/2018
Aug,1285,245,LAS,PHL,2176,0,,No,0,8/10/2018
Aug,1843,244,LAS,PHL,2176,0,,No,-4,8/11/2018
Aug,102,43,LAS,PHX,256,1,3,No,,8/12/2018
Aug,243,49,LAS,PHX,256,0,,No,0,8/13/2018
Aug,287,50,LAS,PHX,256,0,,No,3,8/14/2018
Aug,504,47,LAS,PHX,256,0,,No,1,8/15/2018
Aug,559,49,LAS,PHX,256,1,4,No,,8/16/2018
Aug,668,48,LAS,PHX,256,0,,No,0,8/17/2018
Aug,752,47,LAS,PHX,256,1,4,No,,8/18/2018
Aug,781,46,LAS,PHX,256,1,2,No,,8/19/2018
Aug,871,49,LAS,PHX,256,1,3,No,,8/20/2018
Aug,1034,49,LAS,PHX,256,0,,No,9,8/21/2018
Aug,1403,43,LAS,PHX,256,0,,No,0,8/22/2018
Aug,1682,40,LAS,PHX,256,0,,No,0,8/23/2018
Aug,2103,44,LAS,PHX,256,1,3,No,,8/24/2018
Aug,2726,46,LAS,PHX,256,0,,No,0,8/25/2018
Aug,2991,43,LAS,PHX,256,1,4,No,,8/26/2018
Aug,3517,49,LAS,PHX,256,1,2,No,,8/27/2018
Aug,3598,44,LAS,PHX,256,0,,Yes,9,8/28/2018
Aug,3849,44,LAS,PHX,256,0,,No,-8,8/29/2018
Aug,512,210,LAS,PIT,1910,0,,No,0,8/30/2018
Aug,594,218,LAS,PIT,1910,1,3,No,,8/31/2018
Sep,416,266,LAS,PVD,2363,0,,Yes,0,9/1/2018
Sep,170,231,LAS,RDU,2027,0,,No,0,9/2/2018
Sep,1509,222,LAS,RDU,2027,0,,No,0,9/3/2018
Sep,239,60,LAS,RNO,345,1,1,No,,9/4/2018
Sep,298,54,LAS,RNO,345,0,,No,0,9/5/2018
Sep,376,55,LAS,RNO,345,1,2,No,,9/6/2018
Sep,675,57,LAS,RNO,345,1,1,No,,9/7/2018
Sep,709,55,LAS,RNO,345,0,,No,0,9/8/2018
Sep,891,61,LAS,RNO,345,0,,Yes,0,9/9/2018
Sep,1341,57,LAS,RNO,345,0,,No,0,9/10/2018
Sep,2273,56,LAS,RNO,345,0,,No,0,9/11/2018
Sep,2538,52,LAS,RNO,345,0,,No,-11,9/12/2018
Sep,2719,54,LAS,RNO,345,0,,Yes,0,9/13/2018
Sep,3430,57,LAS,RNO,345,0,,No,0,9/14/2018
Sep,3835,56,LAS,RNO,345,0,,No,0,9/15/2018
Sep,3947,56,LAS,RNO,345,0,,No,-9,9/16/2018
Sep,341,51,LAS,SAN,258,0,,Yes,0,9/17/2018
Sep,535,48,LAS,SAN,258,0,,No,4,9/18/2018
Sep,708,45,LAS,SAN,258,0,,No,0,9/19/2018
Sep,711,45,LAS,SAN,258,0,,No,4,9/20/2018
Sep,715,46,LAS,SAN,258,1,3,No,,9/21/2018
Sep,1037,46,LAS,SAN,258,0,,No,0,9/22/2018
Sep,1254,44,LAS,SAN,258,0,,No,0,9/23/2018
Sep,2186,44,LAS,SAN,258,0,,No,0,9/24/2018
Sep,2211,49,LAS,SAN,258,1,2,No,,9/25/2018
Sep,2357,48,LAS,SAN,258,0,,No,0,9/26/2018
Sep,2363,47,LAS,SAN,258,1,2,No,,9/27/2018
Sep,2449,45,LAS,SAN,258,1,3,No,,9/28/2018
Sep,2712,46,LAS,SAN,258,0,,Yes,-2,9/29/2018
Sep,3423,50,LAS,SAN,258,0,,No,10,9/30/2018
Oct,120,126,LAS,SAT,1069,0,,No,0,10/1/2018
Oct,802,122,LAS,SAT,1069,1,1,No,,10/2/2018
Oct,2113,127,LAS,SAT,1069,0,,Yes,-1,10/3/2018
Oct,2906,125,LAS,SAT,1069,0,,No,-5,10/4/2018
Oct,495,192,LAS,SDF,1624,0,,No,0,10/5/2018
Oct,340,129,LAS,SEA,866,1,4,No,,10/6/2018
Oct,563,129,LAS,SEA,866,0,,No,-4,10/7/2018
Oct,1769,124,LAS,SEA,866,1,1,No,,10/8/2018
Oct,2465,119,LAS,SEA,866,1,1,No,,10/9/2018
Oct,488,75,LAS,SFO,414,1,1,No,,10/10/2018
Oct,619,76,LAS,SFO,414,0,,Yes,0,10/11/2018
Oct,2005,73,LAS,SFO,414,0,,No,0,10/12/2018
Oct,2788,88,LAS,SFO,414,0,,No,0,10/13/2018
Oct,2886,70,LAS,SFO,414,1,4,No,,10/14/2018
Oct,3061,98,LAS,SFO,414,0,,Yes,0,10/15/2018
Oct,3575,72,LAS,SFO,414,1,3,No,,10/16/2018
Oct,12,71,LAS,SJC,386,1,1,No,,10/17/2018
Oct,276,74,LAS,SJC,386,0,,No,0,10/18/2018
Oct,400,70,LAS,SJC,386,0,,Yes,0,10/19/2018
Oct,484,67,LAS,SJC,386,0,,No,8,10/20/2018
Oct,774,69,LAS,SJC,386,1,3,No,,10/21/2018
Oct,783,68,LAS,SJC,386,0,,No,0,10/22/2018
Oct,1945,70,LAS,SJC,386,0,,No,9,10/23/2018
Oct,2387,66,LAS,SJC,386,0,,No,-7,10/24/2018
Oct,3844,66,LAS,SJC,386,1,1,No,,10/25/2018
Oct,161,54,LAS,SLC,368,0,,No,0,10/26/2018
Oct,415,58,LAS,SLC,368,1,1,No,,10/27/2018
Oct,643,55,LAS,SLC,368,1,1,No,,10/28/2018
Oct,1166,58,LAS,SLC,368,0,,No,0,10/29/2018
Oct,1585,62,LAS,SLC,368,0,,No,0,10/30/2018
Oct,1660,55,LAS,SLC,368,0,,Yes,0,10/31/2018
Nov,2533,55,LAS,SLC,368,0,,No,0,11/1/2018
Nov,3147,55,LAS,SLC,368,0,,No,-16,11/2/2018
Nov,94,66,LAS,SMF,397,0,,No,0,11/3/2018
Nov,584,74,LAS,SMF,397,0,,Yes,0,11/4/2018
Nov,624,65,LAS,SMF,397,1,2,No,,11/5/2018
Nov,641,67,LAS,SMF,397,0,,No,0,11/6/2018
Nov,2121,68,LAS,SMF,397,0,,No,0,11/7/2018
Nov,2622,66,LAS,SMF,397,0,,No,0,11/8/2018
Nov,3053,68,LAS,SMF,397,1,4,No,,11/9/2018
Nov,3862,64,LAS,SMF,397,0,,No,0,11/10/2018
Nov,201,43,LAS,SNA,226,1,3,No,,11/11/2018
Nov,300,42,LAS,SNA,226,1,4,No,,11/12/2018
Nov,433,40,LAS,SNA,226,0,,No,0,11/13/2018
Nov,1016,45,LAS,SNA,226,0,,No,0,11/14/2018
Nov,1479,43,LAS,SNA,226,0,,No,0,11/15/2018
Nov,3250,42,LAS,SNA,226,1,1,No,,11/16/2018
Nov,773,151,LAS,STL,1372,0,,No,0,11/17/2018
Nov,1050,150,LAS,STL,1372,0,,No,9,11/18/2018
Nov,1583,157,LAS,STL,1372,0,,No,0,11/19/2018
Nov,3403,217,LAS,TPA,1984,1,1,No,,11/20/2018
Nov,574,126,LAS,TUL,1076,0,,No,0,11/21/2018
Nov,486,53,LAS,TUS,365,1,3,No,,11/22/2018
Nov,637,56,LAS,TUS,365,1,4,No,,11/23/2018
Nov,1059,55,LAS,TUS,365,1,3,No,,11/24/2018
Nov,1918,55,LAS,TUS,365,0,,No,0,11/25/2018
Nov,3142,53,LAS,TUS,365,0,,No,0,11/26/2018
Nov,3572,54,LAS,TUS,365,0,,No,0,11/27/2018
Nov,230,81,LAX,ABQ,677,1,4,No,,11/28/2018
Nov,361,82,LAX,ABQ,677,0,,No,0,11/29/2018
Nov,397,80,LAX,ABQ,677,1,4,No,,11/30/2018
Dec,3245,82,LAX,ABQ,677,1,2,No,,12/1/2018
Dec,304,148,LAX,AUS,1242,0,,Yes,-1,12/2/2018
Dec,133,200,LAX,BNA,1797,0,,No,-3,12/3/2018
Dec,1107,203,LAX,BNA,1797,0,,No,0,12/4/2018
Dec,1324,200,LAX,BNA,1797,1,4,No,,12/5/2018
Dec,330,86,LAX,ELP,714,0,,Yes,-6,12/6/2018
Dec,1671,85,LAX,ELP,714,0,,No,0,12/7/2018
Dec,2635,88,LAX,ELP,714,0,,No,0,12/8/2018
Dec,205,156,LAX,HOU,1390,1,3,No,,12/9/2018
Dec,528,157,LAX,HOU,1390,0,,No,0,12/10/2018
Dec,1513,163,LAX,HOU,1390,1,4,No,,12/11/2018
Dec,3394,159,LAX,HOU,1390,1,1,No,,12/12/2018
Dec,416,41,LAX,LAS,236,0,,No,0,12/13/2018
Dec,479,47,LAX,LAS,236,0,,Yes,0,12/14/2018
Dec,495,41,LAX,LAS,236,0,,No,3,12/15/2018
Dec,574,44,LAX,LAS,236,0,,No,0,12/16/2018
Dec,1004,42,LAX,LAS,236,0,,No,0,12/17/2018
Dec,1079,43,LAX,LAS,236,0,,Yes,0,12/18/2018
Dec,1669,45,LAX,LAS,236,0,,No,-6,12/19/2018
Dec,1843,46,LAX,LAS,236,0,,No,-4,12/20/2018
Dec,2021,42,LAX,LAS,236,0,,No,0,12/21/2018
Dec,2111,46,LAX,LAS,236,0,,Yes,-2,12/22/2018
Dec,2202,41,LAX,LAS,236,1,3,No,,12/23/2018
Dec,2454,47,LAX,LAS,236,0,,No,0,12/24/2018
Dec,2809,43,LAX,LAS,236,0,,No,0,12/25/2018
Dec,3144,42,LAX,LAS,236,0,,No,0,12/26/2018
Dec,321,154,LAX,MCI,1363,1,3,No,,12/27/2018
Dec,1668,156,LAX,MCI,1363,0,,No,-14,12/28/2018
Dec,2208,159,LAX,MCI,1363,1,1,No,,12/29/2018
Dec,3495,169,LAX,MCI,1363,1,4,No,,12/30/2018
Dec,108,192,LAX,MDW,1750,0,,No,0,12/31/2018
Jan,224,205,LAX,MDW,1750,0,,No,-9,1/12/2018
Jan,245,201,LAX,MDW,1750,0,,No,-10,1/13/2018
Jan,771,202,LAX,MDW,1750,1,1,No,,1/14/2018
Jan,1014,201,LAX,MDW,1750,0,,No,10,1/15/2018
Jan,1930,206,LAX,MDW,1750,0,,No,-11,1/16/2018
Jan,3588,195,LAX,MDW,1750,0,,No,0,1/17/2018
Jan,184,62,LAX,OAK,337,1,3,No,,1/18/2018
Jan,303,66,LAX,OAK,337,0,,No,0,1/19/2018
Jan,418,63,LAX,OAK,337,1,2,No,,1/20/2018
Jan,420,65,LAX,OAK,337,1,3,No,,1/21/2018
Jan,430,65,LAX,OAK,337,1,4,No,,1/22/2018
Jan,440,67,LAX,OAK,337,0,,No,0,1/23/2018
Jan,724,65,LAX,OAK,337,0,,No,0,1/24/2018
Jan,810,64,LAX,OAK,337,0,,No,0,1/25/2018
Jan,829,63,LAX,OAK,337,1,1,No,,1/26/2018
Jan,1026,64,LAX,OAK,337,0,,No,0,1/27/2018
Jan,1032,64,LAX,OAK,337,1,3,No,,1/28/2018
Jan,1061,63,LAX,OAK,337,1,2,No,,1/29/2018
Jan,1135,71,LAX,OAK,337,0,,Yes,0,1/30/2018
Jan,1146,NA,LAX,OAK,337,0,,No,NA,1/31/2018
Feb,1168,70,LAX,OAK,337,0,,No,0,2/1/2018
Feb,1414,67,LAX,OAK,337,1,4,No,,2/2/2018
Feb,1655,65,LAX,OAK,337,0,,Yes,7,2/3/2018
Feb,2104,60,LAX,OAK,337,0,,No,-9,2/4/2018
Feb,2639,62,LAX,OAK,337,0,,No,6,2/5/2018
Feb,3655,63,LAX,OAK,337,1,3,No,,2/6/2018
Feb,3756,62,LAX,OAK,337,0,,No,1,2/7/2018
Feb,90,56,LAX,PHX,370,1,3,No,,2/8/2018
Feb,109,52,LAX,PHX,370,1,4,No,,2/9/2018
Feb,236,56,LAX,PHX,370,0,,No,4,2/10/2018
Feb,277,51,LAX,PHX,370,0,,Yes,-10,2/11/2018
Feb,314,59,LAX,PHX,370,0,,No,0,2/12/2018
Feb,386,56,LAX,PHX,370,0,,No,0,2/13/2018
Feb,463,53,LAX,PHX,370,0,,No,2,2/14/2018
Feb,520,53,LAX,PHX,370,0,,Yes,0,2/15/2018
Feb,746,52,LAX,PHX,370,0,,No,0,2/16/2018
Feb,1058,50,LAX,PHX,370,0,,No,0,2/17/2018
Feb,1155,52,LAX,PHX,370,0,,No,0,2/18/2018
Feb,2015,53,LAX,PHX,370,0,,Yes,0,2/19/2018
Feb,2452,53,LAX,PHX,370,0,,No,-10,2/20/2018
Feb,225,58,LAX,RNO,390,0,,No,0,2/21/2018
Feb,1844,56,LAX,RNO,390,0,,No,-5,2/22/2018
Feb,2360,60,LAX,RNO,390,0,,No,0,2/23/2018
Feb,2624,141,LAX,SAT,1210,0,,No,0,2/24/2018
Feb,457,61,LAX,SFO,337,0,,No,-6,2/25/2018
Feb,469,NA,LAX,SFO,337,1,4,No,,2/26/2018
Feb,593,65,LAX,SFO,337,0,,Yes,0,2/27/2018
Feb,618,NA,LAX,SFO,337,1,1,No,,2/28/2018
Mar,646,70,LAX,SFO,337,0,,No,0,3/1/2018
Mar,656,67,LAX,SFO,337,0,,No,0,3/2/2018
Mar,680,63,LAX,SFO,337,0,,Yes,0,3/3/2018
Mar,776,60,LAX,SFO,337,1,3,No,,3/4/2018
Mar,173,54,LAX,SJC,308,0,,No,0,3/5/2018
Mar,232,53,LAX,SJC,308,0,,No,0,3/6/2018
Mar,343,56,LAX,SJC,308,0,,Yes,0,3/7/2018
Mar,712,51,LAX,SJC,308,1,4,No,,3/8/2018
Mar,769,48,LAX,SJC,308,0,,No,0,3/9/2018
Mar,1113,54,LAX,SJC,308,1,1,No,,3/10/2018
Mar,1609,49,LAX,SJC,308,1,4,No,,3/11/2018
Mar,1764,48,LAX,SJC,308,0,,No,-10,3/12/2018
Mar,2359,49,LAX,SJC,308,0,,No,0,3/13/2018
Mar,2528,NA,LAX,SJC,308,0,,No,NA,3/14/2018
Mar,2561,49,LAX,SJC,308,1,3,No,,3/15/2018
Mar,2820,53,LAX,SJC,308,0,,No,0,3/16/2018
Mar,2969,51,LAX,SJC,308,0,,No,0,3/17/2018
Mar,3149,55,LAX,SJC,308,0,,No,10,3/18/2018
Mar,554,79,LAX,SLC,590,1,4,No,,3/19/2018
Mar,963,80,LAX,SLC,590,0,,No,0,3/20/2018
