month,FlightNum,AirTime (in Hrs),Origin,Dest,Distance,Cancelled,Cancellation Code,Diverted,ArrDelay,start_date
Jan,769,78,SLC,PHX,507,0,,No,-7,1/2/2018
Jan,966,75,SLC,PHX,507,0,,No,9,1/3/2018
Jan,1214,72,SLC,PHX,507,0,,No,6,1/4/2018
Jan,1747,79,SLC,PHX,507,0,,Yes,0,1/5/2018
Jan,2360,70,SLC,PHX,507,0,,No,0,1/6/2018
Jan,2369,78,SLC,PHX,507,0,,No,0,1/7/2018
Jan,3949,75,SLC,PHX,507,0,,No,-5,1/8/2018
Jan,1002,71,SLC,RNO,422,0,,Yes,0,1/9/2018
Jan,296,104,SLC,SEA,689,0,,No,-13,1/10/2018
Jan,643,105,SLC,SEA,689,0,,No,-4,1/11/2018
Jan,1660,107,SLC,SEA,689,0,,No,6,1/12/2018
Jan,70,136,SLC,STL,1156,0,,Yes,-3,1/13/2018
Jan,125,138,SLC,STL,1156,0,,No,0,1/14/2018
Jan,474,57,SMF,BUR,358,0,,No,0,1/15/2018
Jan,740,59,SMF,BUR,358,0,,No,0,1/16/2018
Jan,778,55,SMF,BUR,358,0,,No,5,1/17/2018
Jan,1045,57,SMF,BUR,358,0,,No,0,1/18/2018
Jan,1120,58,SMF,BUR,358,0,,No,0,1/19/2018
Jan,1252,58,SMF,BUR,358,0,,No,0,1/20/2018
Jan,1321,58,SMF,BUR,358,0,,Yes,0,1/21/2018
Jan,1573,NA,SMF,BUR,358,1,3,No,,1/22/2018
Jan,1853,57,SMF,BUR,358,0,,No,0,1/23/2018
Jan,2457,59,SMF,BUR,358,0,,No,0,1/24/2018
Jan,2540,56,SMF,BUR,358,0,,Yes,0,1/25/2018
Jan,157,NA,SMF,LAS,397,1,1,No,,1/26/2018
Jan,446,65,SMF,LAS,397,0,,No,-2,1/27/2018
Jan,728,63,SMF,LAS,397,0,,No,0,1/28/2018
Jan,908,62,SMF,LAS,397,0,,Yes,0,1/29/2018
Jan,1050,66,SMF,LAS,397,0,,No,0,1/30/2018
Jan,2192,60,SMF,LAS,397,0,,No,0,1/31/2018
Feb,2906,61,SMF,LAS,397,0,,No,0,2/1/2018
Feb,3232,60,SMF,LAS,397,0,,No,0,2/2/2018
Feb,71,59,SMF,LAX,373,0,,No,0,2/3/2018
Feb,73,61,SMF,LAX,373,0,,No,0,2/4/2018
Feb,133,57,SMF,LAX,373,0,,No,-6,2/5/2018
Feb,330,58,SMF,LAX,373,0,,Yes,0,2/6/2018
Feb,386,63,SMF,LAX,373,0,,No,0,2/7/2018
Feb,1668,NA,SMF,LAX,373,1,2,No,,2/8/2018
Feb,2202,56,SMF,LAX,373,0,,No,0,2/9/2018
Feb,2635,57,SMF,LAX,373,0,,Yes,0,2/10/2018
Feb,2815,56,SMF,LAX,373,0,,No,0,2/11/2018
Feb,3588,60,SMF,LAX,373,0,,No,0,2/12/2018
Feb,1949,168,SMF,MCI,1442,0,,No,0,2/13/2018
Feb,234,215,SMF,MDW,1790,0,,Yes,3,2/14/2018
Feb,567,203,SMF,MDW,1790,0,,No,0,2/15/2018
Feb,498,NA,SMF,ONT,389,1,1,No,,2/16/2018
Feb,627,NA,SMF,ONT,389,1,1,No,,2/17/2018
Feb,633,58,SMF,ONT,389,0,,No,0,2/18/2018
Feb,1424,59,SMF,ONT,389,0,,No,0,2/19/2018
Feb,1495,NA,SMF,ONT,389,1,3,No,,2/20/2018
Feb,1496,60,SMF,ONT,389,0,,No,8,2/21/2018
Feb,2385,60,SMF,ONT,389,0,,Yes,0,2/22/2018
Feb,2458,59,SMF,ONT,389,0,,No,0,2/23/2018
Feb,2807,60,SMF,ONT,389,0,,No,0,2/24/2018
Feb,3515,NA,SMF,ONT,389,1,2,No,,2/25/2018
Feb,3659,63,SMF,ONT,389,0,,Yes,0,2/26/2018
Feb,3764,59,SMF,ONT,389,0,,No,0,2/27/2018
Feb,102,68,SMF,PDX,479,0,,No,9,2/28/2018
Mar,350,NA,SMF,PDX,479,1,4,No,,3/1/2018
Mar,577,66,SMF,PDX,479,0,,Yes,7,3/2/2018
Mar,957,64,SMF,PDX,479,0,,No,0,3/3/2018
Mar,2121,62,SMF,PDX,479,0,,No,0,3/4/2018
Mar,2720,66,SMF,PDX,479,0,,No,0,3/5/2018
Mar,3155,67,SMF,PDX,479,0,,No,0,3/6/2018
Mar,517,90,SMF,PHX,647,0,,No,0,3/7/2018
Mar,873,NA,SMF,PHX,647,1,3,No,,3/8/2018
Mar,964,88,SMF,PHX,647,0,,No,0,3/9/2018
Mar,1946,NA,SMF,PHX,647,1,3,No,,3/10/2018
Mar,2039,NA,SMF,PHX,647,1,3,No,,3/11/2018
Mar,2786,88,SMF,PHX,647,0,,No,0,3/12/2018
Mar,3585,85,SMF,PHX,647,0,,No,6,3/13/2018
Mar,114,72,SMF,SAN,480,0,,Yes,10,3/14/2018
Mar,151,72,SMF,SAN,480,0,,No,3,3/15/2018
Mar,179,69,SMF,SAN,480,0,,No,0,3/16/2018
Mar,181,71,SMF,SAN,480,0,,No,0,3/17/2018
Mar,294,68,SMF,SAN,480,0,,Yes,0,3/18/2018
Mar,297,64,SMF,SAN,480,0,,No,4,3/19/2018
Mar,378,NA,SMF,SAN,480,1,2,No,,3/20/2018
Mar,410,73,SMF,SAN,480,0,,No,0,3/21/2018
Mar,505,68,SMF,SAN,480,0,,No,0,3/22/2018
Mar,764,NA,SMF,SAN,480,1,2,No,,3/23/2018
Mar,1156,65,SMF,SAN,480,0,,No,0,3/24/2018
Mar,1395,66,SMF,SAN,480,0,,No,8,3/25/2018
Mar,1775,73,SMF,SAN,480,0,,Yes,10,3/26/2018
Mar,2467,69,SMF,SAN,480,0,,No,-6,3/27/2018
Mar,337,79,SMF,SEA,605,0,,No,0,3/28/2018
Mar,775,85,SMF,SEA,605,0,,No,0,3/29/2018
Mar,1010,84,SMF,SEA,605,0,,Yes,9,3/30/2018
Mar,2471,80,SMF,SEA,605,0,,No,0,3/31/2018
Apr,3600,84,SMF,SEA,605,0,,No,0,4/1/2018
Apr,263,70,SMF,SNA,404,0,,No,1,4/2/2018
Apr,265,NA,SMF,SNA,404,1,4,No,,4/3/2018
Apr,558,67,SMF,SNA,404,0,,No,0,4/4/2018
Apr,2709,68,SMF,SNA,404,0,,No,0,4/5/2018
Apr,3072,68,SMF,SNA,404,0,,No,0,4/6/2018
Apr,3140,72,SMF,SNA,404,0,,No,0,4/7/2018
Apr,3689,65,SMF,SNA,404,0,,No,0,4/8/2018
Apr,74,46,SNA,LAS,226,0,,No,-6,4/9/2018
Apr,486,45,SNA,LAS,226,0,,No,0,4/10/2018
Apr,693,46,SNA,LAS,226,0,,Yes,-8,4/11/2018
Apr,830,51,SNA,LAS,226,0,,No,0,4/12/2018
Apr,1865,45,SNA,LAS,226,0,,No,0,4/13/2018
Apr,2794,42,SNA,LAS,226,0,,No,-1,4/14/2018
Apr,366,69,SNA,OAK,371,0,,Yes,0,4/15/2018
Apr,1080,79,SNA,OAK,371,0,,No,0,4/16/2018
Apr,2093,70,SNA,OAK,371,0,,No,0,4/17/2018
Apr,2735,76,SNA,OAK,371,0,,No,9,4/18/2018
Apr,2796,64,SNA,OAK,371,0,,Yes,0,4/19/2018
Apr,3159,69,SNA,OAK,371,0,,No,0,4/20/2018
Apr,3340,81,SNA,OAK,371,0,,No,0,4/21/2018
Apr,3776,65,SNA,OAK,371,0,,No,0,4/22/2018
Apr,3853,63,SNA,OAK,371,0,,No,3,4/23/2018
Apr,248,50,SNA,PHX,338,0,,No,-10,4/24/2018
Apr,263,51,SNA,PHX,338,0,,No,-6,4/25/2018
Apr,1428,48,SNA,PHX,338,0,,No,-16,4/26/2018
Apr,1506,48,SNA,PHX,338,0,,Yes,2,4/27/2018
Apr,1566,55,SNA,PHX,338,0,,No,-3,4/28/2018
Apr,1745,48,SNA,PHX,338,0,,No,-16,4/29/2018
Apr,3140,50,SNA,PHX,338,0,,No,0,4/30/2018
May,3657,49,SNA,PHX,338,0,,Yes,-10,5/1/2018
May,192,67,SNA,SJC,342,0,,No,0,5/2/2018
May,352,NA,SNA,SJC,342,1,4,No,,5/3/2018
May,645,80,SNA,SJC,342,0,,No,0,5/4/2018
May,1413,66,SNA,SJC,342,0,,Yes,0,5/5/2018
May,1689,68,SNA,SJC,342,0,,No,0,5/6/2018
May,1935,61,SNA,SJC,342,0,,No,0,5/7/2018
May,1941,60,SNA,SJC,342,0,,No,0,5/8/2018
May,2209,NA,SNA,SJC,342,1,1,No,,5/9/2018
May,576,74,SNA,SMF,404,0,,No,0,5/10/2018
May,659,NA,SNA,SMF,404,1,4,No,,5/11/2018
May,970,89,SNA,SMF,404,0,,No,0,5/12/2018
May,2115,74,SNA,SMF,404,0,,Yes,0,5/13/2018
May,3401,71,SNA,SMF,404,0,,No,5,5/14/2018
May,3498,72,SNA,SMF,404,0,,No,0,5/15/2018
May,3501,72,SNA,SMF,404,0,,No,0,5/16/2018
May,1586,142,STL,ABQ,934,0,,Yes,-4,5/17/2018
May,2205,62,STL,BHM,410,0,,No,4,5/18/2018
May,86,96,STL,BWI,737,0,,No,2,5/19/2018
May,406,95,STL,BWI,737,0,,No,-7,5/20/2018
May,974,99,STL,BWI,737,0,,Yes,3,5/21/2018
May,1156,88,STL,BWI,737,0,,No,0,5/22/2018
May,2037,104,STL,BWI,737,0,,No,3,5/23/2018
May,752,72,STL,CLE,487,0,,No,0,5/24/2018
May,3151,70,STL,CLE,487,0,,No,-3,5/25/2018
May,283,57,STL,CMH,410,0,,No,-1,5/26/2018
May,928,58,STL,CMH,410,0,,No,-9,5/27/2018
May,29,87,STL,DAL,546,0,,No,-1,5/28/2018
May,479,93,STL,DAL,546,0,,Yes,9,5/29/2018
May,501,85,STL,DAL,546,0,,No,-10,5/30/2018
May,513,84,STL,DAL,546,0,,No,-11,5/31/2018
Jun,1062,89,STL,DAL,546,0,,No,-3,6/1/2018
Jun,1679,90,STL,DAL,546,0,,Yes,1,6/2/2018
Jun,2007,90,STL,DAL,546,0,,No,-6,6/3/2018
Jun,2361,86,STL,DAL,546,0,,No,-5,6/4/2018
Jun,426,69,STL,DTW,440,0,,No,0,6/5/2018
Jun,2889,62,STL,DTW,440,0,,Yes,0,6/6/2018
Jun,3949,65,STL,DTW,440,0,,No,-1,6/7/2018
Jun,631,128,STL,FLL,1056,0,,No,0,6/8/2018
Jun,982,108,STL,HOU,687,0,,No,-4,6/9/2018
Jun,983,104,STL,HOU,687,0,,No,-15,6/10/2018
Jun,2009,112,STL,HOU,687,0,,No,-10,6/11/2018
Jun,2358,104,STL,HOU,687,0,,No,-18,6/12/2018
Jun,725,195,STL,LAS,1372,0,,No,-10,6/13/2018
Jun,1011,202,STL,LAS,1372,0,,Yes,-14,6/14/2018
Jun,2121,206,STL,LAS,1372,0,,No,-4,6/15/2018
Jun,440,238,STL,LAX,1593,0,,No,0,6/16/2018
Jun,2177,46,STL,LIT,296,0,,No,-14,6/17/2018
Jun,2263,48,STL,LIT,296,0,,Yes,-6,6/18/2018
Jun,187,45,STL,MCI,237,0,,No,-2,6/19/2018
Jun,472,44,STL,MCI,237,0,,No,9,6/20/2018
Jun,954,47,STL,MCI,237,0,,No,-2,6/21/2018
Jun,977,59,STL,MCI,237,0,,Yes,0,6/22/2018
Jun,1209,47,STL,MCI,237,0,,No,1,6/23/2018
Jun,2298,46,STL,MCI,237,0,,No,-4,6/24/2018
Jun,70,112,STL,MCO,880,0,,No,-3,6/25/2018
Jun,125,106,STL,MCO,880,0,,No,0,6/26/2018
Jun,1025,112,STL,MCO,880,0,,No,-5,6/27/2018
Jun,3342,117,STL,MCO,880,0,,No,-7,6/28/2018
Jun,30,45,STL,MDW,251,0,,No,-2,6/29/2018
Jun,146,38,STL,MDW,251,0,,Yes,-15,6/30/2018
Jul,387,46,STL,MDW,251,0,,No,-2,7/1/2018
Jul,547,45,STL,MDW,251,0,,No,0,7/2/2018
Jul,744,NA,STL,MDW,251,1,3,No,,7/3/2018
Jul,1050,39,STL,MDW,251,0,,Yes,0,7/4/2018
Jul,1430,48,STL,MDW,251,0,,No,0,7/5/2018
Jul,1488,41,STL,MDW,251,0,,No,-7,7/6/2018
Jul,1489,42,STL,MDW,251,0,,No,-12,7/7/2018
Jul,2176,47,STL,MDW,251,0,,Yes,0,7/8/2018
Jul,3168,47,STL,MDW,251,0,,No,0,7/9/2018
Jul,3757,NA,STL,MDW,251,1,2,No,,7/10/2018
Jul,166,77,STL,OKC,462,0,,No,-3,7/11/2018
Jul,354,76,STL,OKC,462,0,,No,-7,7/12/2018
Jul,141,60,STL,OMA,342,0,,No,8,7/13/2018
Jul,484,58,STL,OMA,342,0,,No,3,7/14/2018
Jul,1835,59,STL,OMA,342,0,,No,2,7/15/2018
Jul,3917,58,STL,OMA,342,0,,Yes,2,7/16/2018
Jul,194,180,STL,PHX,1262,0,,No,-2,7/17/2018
Jul,340,189,STL,PHX,1262,0,,No,-1,7/18/2018
Jul,1245,198,STL,PHX,1262,0,,No,-1,7/19/2018
Jul,2453,185,STL,PHX,1262,0,,Yes,-7,7/20/2018
Jul,2646,193,STL,PHX,1262,0,,No,-9,7/21/2018
Jul,63,38,STL,SDF,254,0,,No,-8,7/22/2018
Jul,87,38,STL,SDF,254,0,,No,-4,7/23/2018
Jul,2039,37,STL,SDF,254,0,,Yes,0,7/24/2018
Jul,2527,182,STL,SLC,1156,0,,No,8,7/25/2018
Jul,3743,175,STL,SLC,1156,0,,No,0,7/26/2018
Jul,124,107,STL,TPA,869,0,,No,-11,7/27/2018
Jul,773,113,STL,TPA,869,0,,No,0,7/28/2018
Jul,490,60,STL,TUL,351,0,,No,-6,7/29/2018
Jul,2094,61,STL,TUL,351,0,,No,-6,7/30/2018
Jul,360,223,TPA,ABQ,1497,0,,No,-3,7/31/2018
Aug,3603,147,TPA,ALB,1130,0,,Yes,-1,8/1/2018
Aug,2985,132,TPA,AUS,928,0,,No,0,8/2/2018
Aug,241,146,TPA,BDL,1111,0,,No,-1,8/3/2018
Aug,3399,153,TPA,BDL,1111,0,,No,7,8/4/2018
Aug,472,68,TPA,BHM,460,0,,Yes,-4,8/5/2018
Aug,2093,69,TPA,BHM,460,0,,No,-6,8/6/2018
Aug,3512,69,TPA,BHM,460,0,,No,-4,8/7/2018
Aug,176,91,TPA,BNA,612,0,,No,0,8/8/2018
Aug,1592,90,TPA,BNA,612,0,,Yes,5,8/9/2018
Aug,2556,87,TPA,BNA,612,0,,No,2,8/10/2018
Aug,3492,96,TPA,BNA,612,0,,No,4,8/11/2018
Aug,3945,93,TPA,BNA,612,0,,No,0,8/12/2018
Aug,2265,140,TPA,BUF,1054,0,,No,4,8/13/2018
Aug,3686,140,TPA,BUF,1054,0,,No,4,8/14/2018
Aug,323,114,TPA,BWI,842,0,,No,-4,8/15/2018
Aug,394,116,TPA,BWI,842,0,,No,0,8/16/2018
Aug,922,115,TPA,BWI,842,0,,Yes,6,8/17/2018
Aug,1947,112,TPA,BWI,842,0,,No,-9,8/18/2018
Aug,2292,123,TPA,BWI,842,0,,No,4,8/19/2018
Aug,3049,112,TPA,BWI,842,0,,No,0,8/20/2018
Aug,3596,118,TPA,BWI,842,0,,Yes,0,8/21/2018
Aug,427,114,TPA,CMH,829,0,,No,-2,8/22/2018
Aug,1240,117,TPA,CMH,829,0,,No,-3,8/23/2018
Aug,3584,113,TPA,CMH,829,0,,No,-3,8/24/2018
Aug,3328,215,TPA,DEN,1506,0,,Yes,2,8/25/2018
Aug,773,38,TPA,FLL,197,0,,No,0,8/26/2018
Aug,968,40,TPA,FLL,197,0,,No,6,8/27/2018
Aug,1685,39,TPA,FLL,197,0,,No,-4,8/28/2018
Aug,2293,39,TPA,FLL,197,0,,No,7,8/29/2018
Aug,2802,43,TPA,FLL,197,0,,No,0,8/30/2018
Aug,3136,40,TPA,FLL,197,0,,No,-5,8/31/2018
Sep,3138,38,TPA,FLL,197,0,,No,-7,9/1/2018
Sep,3306,43,TPA,FLL,197,0,,Yes,-9,9/2/2018
Sep,3343,38,TPA,FLL,197,0,,No,-9,9/3/2018
Sep,12,121,TPA,HOU,781,0,,No,-9,9/4/2018
Sep,48,124,TPA,HOU,781,0,,No,0,9/5/2018
Sep,58,117,TPA,HOU,781,0,,Yes,-17,9/6/2018
Sep,77,118,TPA,HOU,781,0,,No,-13,9/7/2018
Sep,29,120,TPA,IAD,810,0,,No,0,9/8/2018
Sep,932,114,TPA,IAD,810,0,,No,8,9/9/2018
Sep,810,124,TPA,IND,838,0,,Yes,-3,9/10/2018
Sep,101,134,TPA,ISP,1034,0,,No,-4,9/11/2018
Sep,904,137,TPA,ISP,1034,0,,No,1,9/12/2018
Sep,3311,140,TPA,ISP,1034,0,,No,0,9/13/2018
Sep,549,32,TPA,JAX,180,0,,No,4,9/14/2018
Sep,629,33,TPA,JAX,180,0,,No,3,9/15/2018
Sep,3604,33,TPA,JAX,180,0,,No,5,9/16/2018
Sep,82,287,TPA,LAS,1984,0,,No,0,9/17/2018
Sep,3774,155,TPA,MCI,1048,0,,Yes,1,9/18/2018
Sep,3778,152,TPA,MCI,1048,0,,No,-2,9/19/2018
Sep,174,148,TPA,MDW,997,0,,No,0,9/20/2018
Sep,833,137,TPA,MDW,997,0,,No,-2,9/21/2018
Sep,1066,141,TPA,MDW,997,0,,Yes,2,9/22/2018
Sep,1690,143,TPA,MDW,997,0,,No,0,9/23/2018
Sep,1864,147,TPA,MDW,997,0,,No,0,9/24/2018
Sep,2118,142,TPA,MDW,997,0,,No,-5,9/25/2018
Sep,2721,143,TPA,MDW,997,0,,Yes,1,9/26/2018
Sep,3229,153,TPA,MHT,1204,0,,No,6,9/27/2018
Sep,3484,155,TPA,MHT,1204,0,,No,-7,9/28/2018
Sep,125,74,TPA,MSY,487,0,,No,-12,9/29/2018
Sep,1936,78,TPA,MSY,487,0,,No,-1,9/30/2018
Oct,2019,77,TPA,MSY,487,0,,No,-2,10/1/2018
Oct,2362,97,TPA,ORF,717,0,,No,-17,10/2/2018
Oct,26,31,TPA,PBI,174,0,,No,-8,10/3/2018
Oct,87,36,TPA,PBI,174,0,,Yes,0,10/4/2018
Oct,2473,34,TPA,PBI,174,0,,No,0,10/5/2018
Oct,3599,32,TPA,PBI,174,0,,No,-7,10/6/2018
Oct,327,152,TPA,PHL,920,0,,No,0,10/7/2018
Oct,1574,131,TPA,PHL,920,0,,Yes,0,10/8/2018
Oct,1663,133,TPA,PHL,920,0,,No,-1,10/9/2018
Oct,2908,133,TPA,PHL,920,0,,No,-4,10/10/2018
Oct,875,260,TPA,PHX,1788,0,,No,-15,10/11/2018
Oct,1236,119,TPA,PIT,873,0,,Yes,-8,10/12/2018
Oct,212,148,TPA,PVD,1137,0,,No,0,10/13/2018
Oct,1505,161,TPA,PVD,1137,0,,No,0,10/14/2018
Oct,3318,146,TPA,PVD,1137,0,,No,0,10/15/2018
Oct,85,91,TPA,RDU,587,0,,No,1,10/16/2018
Oct,201,85,TPA,RDU,587,0,,No,3,10/17/2018
Oct,1402,81,TPA,RDU,587,0,,No,-8,10/18/2018
Oct,998,145,TPA,SAT,972,0,,No,-10,10/19/2018
Oct,806,96,TPA,SDF,727,0,,Yes,-16,10/20/2018
Oct,977,114,TPA,SDF,727,0,,No,9,10/21/2018
Oct,194,131,TPA,STL,869,0,,No,-6,10/22/2018
Oct,3917,125,TPA,STL,869,0,,No,-13,10/23/2018
Oct,51,45,TUL,DAL,237,0,,Yes,0,10/24/2018
Oct,574,44,TUL,DAL,237,0,,No,0,10/25/2018
Oct,1002,42,TUL,DAL,237,0,,No,-1,10/26/2018
Oct,1135,45,TUL,DAL,237,0,,No,0,10/27/2018
Oct,2094,45,TUL,DAL,237,0,,Yes,-4,10/28/2018
Oct,2967,45,TUL,DAL,237,0,,No,-2,10/29/2018
Oct,3575,40,TUL,DAL,237,0,,No,-9,10/30/2018
Oct,132,76,TUL,HOU,453,0,,No,-12,10/31/2018
Nov,407,75,TUL,HOU,453,0,,No,-5,11/1/2018
Nov,880,71,TUL,HOU,453,0,,No,-12,11/2/2018
Nov,2900,70,TUL,HOU,453,0,,No,-15,11/3/2018
Nov,3947,164,TUL,LAS,1076,0,,No,-2,11/4/2018
Nov,308,38,TUL,MCI,223,0,,Yes,-8,11/5/2018
Nov,1685,36,TUL,MCI,223,0,,No,-7,11/6/2018
Nov,3915,37,TUL,MCI,223,0,,No,5,11/7/2018
Nov,343,135,TUL,PHX,935,0,,No,-19,11/8/2018
Nov,560,156,TUL,PHX,935,0,,Yes,0,11/9/2018
Nov,3322,144,TUL,PHX,935,0,,No,6,11/10/2018
Nov,995,49,TUL,STL,351,0,,No,-5,11/11/2018
Nov,1430,46,TUL,STL,351,0,,No,-9,11/12/2018
Nov,580,47,TUS,ABQ,321,0,,Yes,0,11/13/2018
Nov,2126,41,TUS,ABQ,321,0,,No,-5,11/14/2018
Nov,280,62,TUS,LAS,365,0,,No,0,11/15/2018
Nov,1131,64,TUS,LAS,365,0,,No,0,11/16/2018
Nov,2005,57,TUS,LAS,365,0,,No,0,11/17/2018
Nov,2387,57,TUS,LAS,365,0,,No,-8,11/18/2018
Nov,2465,66,TUS,LAS,365,0,,No,0,11/19/2018
Nov,3135,60,TUS,LAS,365,0,,No,0,11/20/2018
Nov,225,105,TUS,LAX,451,0,,Yes,0,11/21/2018
Nov,724,89,TUS,LAX,451,0,,No,0,11/22/2018
Nov,1032,86,TUS,LAX,451,0,,No,0,11/23/2018
Nov,1146,83,TUS,LAX,451,0,,No,5,11/24/2018
Nov,1655,84,TUS,LAX,451,0,,Yes,0,11/25/2018
Nov,2561,75,TUS,LAX,451,0,,No,-10,11/26/2018
Nov,3170,161,TUS,MDW,1440,0,,No,0,11/27/2018
Nov,3831,165,TUS,MDW,1440,0,,No,4,11/28/2018
Nov,3431,126,TUS,OAK,747,0,,Yes,-12,11/29/2018
Nov,66,60,TUS,SAN,367,0,,No,-10,11/30/2018
Dec,493,69,TUS,SAN,367,0,,No,6,12/1/2018
Dec,644,61,TUS,SAN,367,0,,No,0,12/2/2018
Dec,1179,61,TUS,SAN,367,0,,No,2,12/3/2018
Dec,746,39,ABQ,AMA,277,0,,No,0,12/4/2018
Dec,679,194,ABQ,BWI,1670,0,,No,-6,12/5/2018
Dec,45,75,ABQ,DAL,580,0,,No,-8,12/6/2018
Dec,397,79,ABQ,DAL,580,0,,Yes,0,12/7/2018
Dec,438,79,ABQ,DAL,580,0,,No,3,12/8/2018
Dec,972,72,ABQ,DAL,580,0,,No,0,12/9/2018
Dec,1241,78,ABQ,DAL,580,0,,No,0,12/10/2018
Dec,2969,77,ABQ,DAL,580,0,,Yes,-4,12/11/2018
Dec,3421,79,ABQ,DAL,580,0,,No,1,12/12/2018
Dec,197,53,ABQ,DEN,349,0,,No,-8,12/13/2018
Dec,294,49,ABQ,DEN,349,0,,No,0,12/14/2018
Dec,3050,55,ABQ,DEN,349,0,,Yes,0,12/15/2018
Dec,500,39,ABQ,ELP,223,0,,No,0,12/16/2018
Dec,1001,43,ABQ,ELP,223,0,,No,0,12/17/2018
Dec,1925,99,ABQ,HOU,759,0,,No,0,12/18/2018
Dec,3234,107,ABQ,HOU,759,0,,No,0,12/19/2018
Dec,1328,83,ABQ,LAS,487,0,,No,-4,12/20/2018
Dec,1586,94,ABQ,LAS,487,0,,No,0,12/21/2018
Dec,2284,84,ABQ,LAS,487,0,,No,0,12/22/2018
Dec,2788,88,ABQ,LAS,487,0,,Yes,0,12/23/2018
Dec,2874,82,ABQ,LAS,487,0,,No,0,12/24/2018
Dec,149,116,ABQ,LAX,677,0,,No,0,12/25/2018
Dec,749,117,ABQ,LAX,677,0,,No,0,12/26/2018
Dec,1135,111,ABQ,LAX,677,0,,Yes,0,12/27/2018
Dec,1486,109,ABQ,LAX,677,0,,No,-4,12/28/2018
Dec,555,45,ABQ,LBB,289,0,,No,0,12/29/2018
Dec,2374,44,ABQ,MAF,332,0,,No,0,12/30/2018
Dec,1003,88,ABQ,MCI,718,0,,Yes,0,12/31/2018
Jan,1264,93,ABQ,MCI,718,0,,No,-4,1/1/2018
Jan,388,182,ABQ,MCO,1552,0,,No,-2,1/2/2018
Jan,1320,178,ABQ,MCO,1552,0,,No,-10,1/3/2018
Jan,994,140,ABQ,MDW,1121,0,,No,-9,1/4/2018
Jan,3481,147,ABQ,MDW,1121,0,,No,-2,1/5/2018
Jan,61,149,ABQ,OAK,889,0,,No,0,1/6/2018
Jan,761,146,ABQ,OAK,889,0,,No,0,1/7/2018
Jan,912,153,ABQ,OAK,889,0,,Yes,5,1/8/2018
Jan,360,155,ABQ,PDX,1111,0,,No,0,1/9/2018
Jan,88,61,ABQ,PHX,328,0,,No,-3,1/10/2018
Jan,160,62,ABQ,PHX,328,0,,No,0,1/11/2018
Jan,357,57,ABQ,PHX,328,0,,Yes,0,1/12/2018
Jan,445,66,ABQ,PHX,328,0,,No,0,1/13/2018
Jan,734,55,ABQ,PHX,328,0,,No,7,1/14/2018
Jan,806,55,ABQ,PHX,328,0,,No,0,1/15/2018
Jan,957,69,ABQ,PHX,328,0,,Yes,0,1/16/2018
Jan,2871,61,ABQ,PHX,328,0,,No,-3,1/17/2018
Jan,3507,62,ABQ,PHX,328,0,,No,6,1/18/2018
Jan,137,121,ABQ,SAN,628,0,,No,0,1/19/2018
Jan,574,104,ABQ,SAN,628,0,,No,0,1/20/2018
Jan,993,110,ABQ,SAN,628,0,,No,0,1/21/2018
Jan,2010,157,ABQ,SEA,1180,0,,No,0,1/22/2018
Jan,2270,176,ABQ,SEA,1180,0,,No,-7,1/23/2018
Jan,901,81,ABQ,SLC,493,0,,Yes,10,1/24/2018
Jan,1002,100,ABQ,SLC,493,0,,No,0,1/25/2018
Jan,406,113,ABQ,STL,934,0,,No,-9,1/26/2018
Jan,3425,172,ABQ,TPA,1497,0,,No,4,1/27/2018
Jan,595,51,ABQ,TUS,321,0,,Yes,-3,1/28/2018
Jan,644,54,ABQ,TUS,321,0,,No,0,1/29/2018
Jan,182,55,ALB,BWI,288,0,,No,-6,1/30/2018
Jan,733,50,ALB,BWI,288,0,,No,0,1/31/2018
Feb,1861,55,ALB,BWI,288,0,,Yes,-11,2/1/2018
Feb,3046,56,ALB,BWI,288,0,,No,0,2/2/2018
Feb,3397,56,ALB,BWI,288,0,,No,2,2/3/2018
Feb,3237,331,ALB,LAS,2237,0,,No,0,2/4/2018
Feb,1416,154,ALB,MCO,1073,0,,No,-6,2/5/2018
Feb,2958,147,ALB,MCO,1073,0,,No,7,2/6/2018
Feb,3656,163,ALB,MCO,1073,0,,No,10,2/7/2018
Feb,2262,123,ALB,MDW,717,0,,No,2,2/8/2018
Feb,3162,121,ALB,MDW,717,0,,Yes,9,2/9/2018
Feb,3306,160,ALB,TPA,1130,0,,No,-5,2/10/2018
Feb,994,44,AMA,ABQ,277,0,,No,-7,2/11/2018
Feb,25,50,AMA,DAL,324,0,,No,-3,2/12/2018
Feb,85,48,AMA,DAL,324,0,,Yes,0,2/13/2018
Feb,1079,51,AMA,DAL,324,0,,No,0,2/14/2018
Feb,1582,45,AMA,DAL,324,0,,No,0,2/15/2018
Feb,1751,51,AMA,DAL,324,0,,No,-4,2/16/2018
Feb,510,53,AMA,DEN,358,0,,Yes,10,2/17/2018
Feb,583,61,AMA,DEN,358,0,,No,4,2/18/2018
Feb,12,119,AMA,LAS,758,0,,No,0,2/19/2018
Feb,222,96,AUS,BNA,756,0,,No,-12,2/20/2018
Feb,1422,93,AUS,BNA,756,0,,No,-9,2/21/2018
Feb,716,151,AUS,BWI,1342,0,,No,-17,2/22/2018
Feb,1001,164,AUS,BWI,1342,0,,No,0,2/23/2018
Feb,61,38,AUS,DAL,189,0,,No,1,2/24/2018
